name,update_time,cars,motorcycles,ev_cars,ev_motorcycles,disabled,lt_8m,gt_8m,scrape_time,hour,english_name,category
聯生圓形地,2025-10-21 08:42:41,50,55,3,10,4,,,2025-10-21 08:43:15,8.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-21 09:42:33,0,0,0,0,0,154.0,57.0,2025-10-21 09:43:16,9.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-21 09:42:59,5,0,0,0,0,,,2025-10-21 09:43:16,9.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-21 09:42:47,9,17,3,6,2,,,2025-10-21 09:43:16,9.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-21 09:42:59,6,26,3,14,1,,,2025-10-21 09:43:16,9.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-21 09:42:39,8,94,5,7,2,,,2025-10-21 09:43:16,9.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-21 09:42:58,732,1175,91,28,14,,,2025-10-21 09:43:16,9.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-21 09:42:59,194,259,25,15,4,,,2025-10-21 09:43:16,9.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-21 09:42:59,12,99,3,12,1,,,2025-10-21 09:43:16,9.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-21 09:42:59,0,8,4,11,2,,,2025-10-21 09:43:16,9.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-21 09:42:49,287,145,70,14,16,,,2025-10-21 09:43:16,9.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-21 09:42:56,76,342,20,4,4,,,2025-10-21 09:43:16,9.0,He Xian Park (Héxián Gōngyuán),Residential
宋玉生廣場,2025-10-21 09:42:58,0,0,16,0,7,,,2025-10-21 09:43:16,9.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-21 09:42:59,259,99,12,8,4,,,2025-10-21 09:43:16,9.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-21 09:42:58,148,132,4,9,3,,,2025-10-21 09:43:16,9.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-21 09:42:58,79,0,8,0,3,,,2025-10-21 09:43:16,9.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-21 09:42:59,11,78,0,8,0,,,2025-10-21 09:43:16,9.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-21 09:42:57,0,1,1,15,1,,,2025-10-21 09:43:16,9.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-21 09:42:58,113,94,21,14,7,,,2025-10-21 09:43:16,9.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-21 09:42:57,36,169,10,3,1,,,2025-10-21 09:43:16,9.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-21 09:42:39,31,32,5,10,2,,,2025-10-21 09:43:16,9.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-21 09:24:13,77,77,0,2,0,,,2025-10-21 09:43:16,9.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-21 09:42:58,8,268,10,0,0,,,2025-10-21 09:43:16,9.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-21 09:42:52,20,71,5,15,2,,,2025-10-21 09:43:16,9.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-21 09:42:53,90,511,16,3,4,,,2025-10-21 09:43:16,9.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-21 09:42:53,38,0,6,0,0,165.0,129.0,2025-10-21 09:43:16,9.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-21 09:42:48,64,0,0,0,0,,,2025-10-21 09:43:16,9.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
柯維納馬路戶外,2025-10-21 09:42:42,35,25,0,0,2,5.0,,2025-10-21 09:43:16,9.0,Covina Road Outdoor (Kēwéinà Mǎlù Hùwài),Work
青翠樓,2025-10-21 09:42:59,218,335,24,5,4,,,2025-10-21 09:43:16,9.0,Qing Cui Building (Qīngcuì Lóu),Residential
專科大樓,2025-10-21 09:42:56,0,2,0,5,2,,,2025-10-21 09:43:16,9.0,Specialized Building (Zhuānkē Dàlóu),Residential
南灣(栢湖),2025-10-21 09:42:50,58,0,0,2,2,,,2025-10-21 09:43:16,9.0,Nam Van (Pak Lok) (Nán Wān (Bǎi Hú)),Residential
青葱大廈,2025-10-21 09:42:58,0,22,3,11,3,,,2025-10-21 09:43:16,9.0,Qing Cong Building (Qīngcōng Dàshà),Other
青泉樓,2025-10-21 09:42:56,2,5,5,0,1,,,2025-10-21 09:43:16,9.0,Qing Quan Building (Qīngquán Lóu),Other
青怡大廈,2025-10-21 09:42:51,70,104,7,5,3,,,2025-10-21 09:43:16,9.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-21 09:42:59,99,144,9,15,5,,,2025-10-21 09:43:16,9.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-21 09:42:52,20,26,6,6,1,,,2025-10-21 09:43:16,9.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-21 09:42:56,612,893,97,3,14,,,2025-10-21 09:43:16,9.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-21 09:42:52,433,492,3,0,6,,,2025-10-21 09:43:16,9.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-21 09:42:34,278,302,3,0,5,,,2025-10-21 09:43:16,9.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-21 09:42:30,309,285,3,0,4,,,2025-10-21 09:43:16,9.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-21 09:42:56,109,157,10,13,3,,,2025-10-21 09:43:16,9.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-21 09:42:58,204,0,31,0,2,,,2025-10-21 09:43:16,9.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-21 09:42:47,356,397,45,11,20,,,2025-10-21 09:43:16,9.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-21 09:42:46,0,0,3,0,2,,,2025-10-21 09:43:16,9.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-21 09:42:58,165,0,0,0,3,,,2025-10-21 09:43:16,9.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-21 09:42:59,370,456,0,0,5,,,2025-10-21 09:43:16,9.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔,2025-10-21 09:42:58,80,118,0,0,0,,,2025-10-21 09:43:16,9.0,Tourism Tower (Lǚyóu Tǎ),Work
栢景,2025-10-21 09:42:48,7,0,3,0,2,,,2025-10-21 09:43:16,9.0,Bai Jing (Bǎi Jǐng),Residential
栢樂停車場,2025-10-21 09:42:52,293,272,0,0,0,,,2025-10-21 09:43:16,9.0,Bai Le Car Park (Bǎi Lè Tíngchēchǎng),Residential
栢蕙,2025-10-21 09:42:45,95,0,3,0,3,,,2025-10-21 09:43:16,9.0,Bai Hui (Bǎi Huì),Work
栢寧,2025-10-21 09:42:57,11,0,1,0,2,,,2025-10-21 09:43:16,9.0,Bai Ning (Bǎi Níng),Residential
栢濤,2025-10-21 09:42:52,36,0,11,0,2,,,2025-10-21 09:43:16,9.0,Bai Tao (Bǎi Tāo),Residential
栢港,2025-10-21 09:42:55,23,0,8,0,2,,,2025-10-21 09:43:16,9.0,Bai Gang (Bǎi Gǎng),Residential
栢麗,2025-10-21 09:42:55,88,0,8,0,2,,,2025-10-21 09:43:16,9.0,Bai Li (Bǎi Lì),Work
栢威,2025-10-21 09:42:45,9,1,0,0,3,,,2025-10-21 09:43:16,9.0,Bai Wei (Bǎi Wēi),Residential
黑橋街,2025-10-21 09:42:59,36,54,10,13,0,,,2025-10-21 09:43:16,9.0,Hei Qiao Street (Hēiqiáo Jiē),Work
華士古達嘉馬花園,2025-10-21 09:42:59,9,38,5,12,3,,,2025-10-21 09:43:16,9.0,Jardim de Vasco da Gama (Huáshìgǔ Dá Jiāmǎ Huāyuán),Residential
祐漢公園,2025-10-21 09:42:59,63,309,12,12,6,,,2025-10-21 09:43:16,9.0,Jardim do Pou Hon (Yòuhàn Gōngyuán),Work
港珠澳大橋邊檢大樓東公共停車場,2025-10-21 09:42:51,2866,0,49,0,32,,,2025-10-21 09:43:16,9.0,HZMB Border Inspection Building East Public Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Dōng Gōnggòng Tíngchēchǎng),Residential
港珠澳大橋邊檢大樓西停車場,2025-10-21 09:42:58,2781,1973,10,0,32,,,2025-10-21 09:43:16,9.0,HZMB Border Inspection Building West Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Xī Tíngchēchǎng),Residential
媽閣交通樞紐停車場,2025-10-21 09:42:56,169,394,0,0,3,,,2025-10-21 09:43:16,9.0,Barra Transport Hub Car Park (Māgé Jiāotōng Shūniǔ Tíngchēchǎng),Work
海灣南街,2025-10-21 09:42:59,93,119,5,12,4,,,2025-10-21 09:43:16,9.0,Baia Sul Street (Hǎiwān Nán Jiē),Work
華士古達嘉馬花園- 東區,2025-10-21 09:42:59,0,0,0,0,0,,,2025-10-21 09:43:16,9.0,Jardim de Vasco da Gama - East Zone (Huáshìgǔ Dá Jiāmǎ Huāyuán - Dōng Qū),Residential
望信,2025-10-21 09:42:58,381,276,0,0,7,,,2025-10-21 09:43:16,9.0,Mong Sin (Wàng Xìn),Residential
望德樓,2025-10-21 09:42:59,242,184,22,0,6,,,2025-10-21 09:43:16,9.0,Mong Tak Building (Wàngdé Lóu),Residential
望廈體育中心,2025-10-21 09:42:43,163,150,10,6,4,,,2025-10-21 09:43:16,9.0,Mong Ha Sports Center (Wàngxià Tǐyù Zhōngxīn),Work
望善樓,2025-10-21 09:42:58,26,146,3,12,4,,,2025-10-21 09:43:16,9.0,Mong Son Building (Wàngshàn Lóu),Work
望賢樓,2025-10-21 09:42:57,13,136,6,10,2,,,2025-10-21 09:43:16,9.0,Mong In Building (Wàngxián Lóu),Residential
湖畔大廈,2025-10-21 09:42:56,294,246,2,13,8,,,2025-10-21 09:43:16,9.0,Lakeview Building (Húpàn Dàshà),Work
業興大廈,2025-10-21 09:42:58,292,574,34,13,4,,,2025-10-21 09:43:16,9.0,Ip Heng Building (Yèxīng Dàshà),Work
蝴蝶谷,2025-10-21 09:42:29,289,156,36,10,5,,,2025-10-21 09:43:16,9.0,Butterfly Valley (Húdié Gǔ),Residential
澳門新批發市場,2025-10-21 09:42:29,26,26,9,6,1,,,2025-10-21 09:43:16,9.0,Macau New Wholesale Market (Àomén Xīn Pīfā Shìchǎng),Residential
蓮花路,2025-10-21 09:42:58,223,446,40,10,7,,,2025-10-21 09:43:16,9.0,Lotus Road (Liánhuā Lù),Residential
"澳門文化中心 停車場現時關閉, 將於2025-10-21 18:00:00陸續重開",,128,34,0,0,2,,,2025-10-21 09:43:16,,"Macau Cultural Center Car Park Currently Closed, Will Reopen Gradually from 2025-10-21 18:00:00 (Àomén Wénhuà Zhōngxīn Tíngchēchǎng Xiànzài Guānbì, Jiāngyú 2025-10-21 18:00:00 Lùxù Zhòng Kāi)",
藝園,2025-10-21 09:42:55,125,221,25,13,4,,,2025-10-21 09:43:16,9.0,Arts Garden (Yì Yuán),Residential
樂群樓,2025-10-21 09:42:58,138,536,25,4,5,,,2025-10-21 09:43:16,9.0,Lok Kuan Building (Lèqún Lóu),Work
麗都,2025-10-21 09:42:59,15,7,3,5,1,,,2025-10-21 09:43:16,9.0,Lei Tu (Lì Dū),Residential
關閘綜合體育場館,2025-10-21 09:42:59,459,525,14,6,9,,,2025-10-21 09:43:16,9.0,Portas do Cerco Sports Complex (Guānzhá Zhōnghé Tǐyù Chǎngguǎn),Other
聯生圓形地,2025-10-21 09:42:45,57,48,7,9,4,,,2025-10-21 09:43:16,9.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-21 10:42:45,0,0,0,0,0,154.0,60.0,2025-10-21 10:43:18,10.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-21 10:42:56,1,0,0,0,0,,,2025-10-21 10:43:18,10.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-21 10:42:38,0,16,4,5,2,,,2025-10-21 10:43:18,10.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-21 10:42:57,5,29,2,14,1,,,2025-10-21 10:43:18,10.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-21 10:42:54,12,92,5,7,2,,,2025-10-21 10:43:18,10.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-21 10:42:58,815,1175,91,28,14,,,2025-10-21 10:43:18,10.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-21 10:42:59,197,253,26,15,4,,,2025-10-21 10:43:18,10.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-21 10:42:56,12,90,4,11,1,,,2025-10-21 10:43:18,10.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-21 10:42:57,2,0,3,13,2,,,2025-10-21 10:43:18,10.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-21 10:42:51,279,142,70,14,16,,,2025-10-21 10:43:18,10.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-21 10:42:57,41,335,20,4,4,,,2025-10-21 10:43:18,10.0,He Xian Park (Héxián Gōngyuán),Residential
宋玉生廣場,2025-10-21 10:42:59,0,0,10,0,7,,,2025-10-21 10:43:18,10.0,Song Yu Sheng Square (Sòng Yù Shēng Guǎngchǎng),Residential
長者公寓,2025-10-21 10:42:59,272,99,12,8,4,,,2025-10-21 10:43:18,10.0,Elderly Apartment (Zhǎngzhě Gōngyù),Work
居雅大廈,2025-10-21 10:42:59,159,132,4,9,3,,,2025-10-21 10:43:18,10.0,Ju Ya Building (Jūyǎ Dàshà),Work
快富樓A入口,2025-10-21 10:42:56,84,0,8,0,3,,,2025-10-21 10:43:18,10.0,Kuai Fu Building A Entrance (Kuàifù Lóu A Rùkǒu),Work
快富樓B入口,2025-10-21 10:42:58,8,84,0,8,0,,,2025-10-21 10:43:18,10.0,Kuai Fu Building B Entrance (Kuàifù Lóu B Rùkǒu),Work
李加祿街,2025-10-21 10:42:58,0,1,2,17,1,,,2025-10-21 10:43:18,10.0,Li Jia Lu Street (Lǐ Jiālù Jiē),Work
和諧廣場,2025-10-21 10:42:59,107,93,21,14,7,,,2025-10-21 10:43:18,10.0,Harmony Plaza (Héxié Guǎngchǎng),Residential
沙梨頭街市市政綜合大樓,2025-10-21 10:42:42,44,165,12,4,1,,,2025-10-21 10:43:18,10.0,Sha Li Tou Market Municipal Comprehensive Building (Shālítou Jiēshì Shìzhèng Zōnghé Dàlóu),Work
快盈大廈,2025-10-21 10:42:54,39,35,4,10,2,,,2025-10-21 10:43:18,10.0,Kuai Ying Building (Kuàiyíng Dàshà),Work
快達樓,2025-10-21 10:42:58,101,78,0,2,0,,,2025-10-21 10:43:18,10.0,Kuai Da Building (Kuàidá Lóu),Work
亞馬喇前地,2025-10-21 10:42:58,0,230,8,0,0,,,2025-10-21 10:43:18,10.0,Ya Ma La Front (Yàmǎlā Qiándì),Residential
河邊新街,2025-10-21 10:42:52,23,73,5,15,2,,,2025-10-21 10:43:18,10.0,He Bian Xin Street (Hébiān Xīn Jiē),Work
馬六甲街,2025-10-21 10:42:58,81,509,16,4,4,,,2025-10-21 10:43:18,10.0,Ma Liu Jia Street (Mǎliùjiǎ Jiē),Residential
污水處理站,2025-10-21 10:42:58,50,0,6,0,0,164.0,134.0,2025-10-21 10:43:18,10.0,Sewage Treatment Plant (Wūshuǐ Chǔlǐ Zhàn),Work
氹仔柯維納馬路停車場,2025-10-21 10:42:50,68,0,0,0,0,,,2025-10-21 10:43:18,10.0,Taipa Covina Road Car Park (Dàngzǎi Kēwéinà Mǎlù Tíngchēchǎng),Work
柯維納馬路戶外,2025-10-21 10:42:38,49,31,0,0,2,5.0,,2025-10-21 10:43:18,10.0,Covina Road Outdoor (Kēwéinà Mǎlù Hùwài),Work
青翠樓,2025-10-21 10:42:59,225,338,24,5,4,,,2025-10-21 10:43:18,10.0,Qing Cui Building (Qīngcuì Lóu),Residential
專科大樓,2025-10-21 10:42:51,0,4,0,5,2,,,2025-10-21 10:43:18,10.0,Specialized Building (Zhuānkē Dàlóu),Residential
南灣(栢湖),2025-10-21 10:42:56,1,1,0,0,2,,,2025-10-21 10:43:18,10.0,Nam Van (Pak Lok) (Nán Wān (Bǎi Hú)),Residential
青葱大廈,2025-10-21 10:42:58,5,30,6,10,3,,,2025-10-21 10:43:18,10.0,Qing Cong Building (Qīngcōng Dàshà),Other
青泉樓,2025-10-21 10:42:55,0,5,5,0,1,,,2025-10-21 10:43:18,10.0,Qing Quan Building (Qīngquán Lóu),Other
青怡大廈,2025-10-21 10:42:31,71,105,7,5,3,,,2025-10-21 10:43:18,10.0,Qing Yi Building (Qīngyí Dàshà),Residential
青茂口岸,2025-10-21 10:42:59,88,144,8,15,5,,,2025-10-21 10:43:18,10.0,Qing Mao Border (Qīngmào Kǒu'àn),Residential
青濤大廈,2025-10-21 10:42:50,19,27,7,7,1,,,2025-10-21 10:43:18,10.0,Qing Tao Building (Qīngtāo Dàshà),Residential
青洲坊大廈,2025-10-21 10:42:59,659,921,103,7,14,,,2025-10-21 10:43:18,10.0,Qing Zhou Fang Building (Qīngzhōufāng Dàshà),Work
東城大廈,2025-10-21 10:42:46,433,490,3,0,6,,,2025-10-21 10:43:18,10.0,Dong Cheng Building (Dōngchéng Dàshà),Residential
東創大廈,2025-10-21 10:42:32,275,299,3,0,5,,,2025-10-21 10:43:18,10.0,Dong Chuang Building (Dōngchuàng Dàshà),Residential
東啟大廈,2025-10-21 10:42:54,305,284,3,0,4,,,2025-10-21 10:43:18,10.0,Dong Qi Building (Dōngqǐ Dàshà),Residential
松樹尾,2025-10-21 10:42:54,93,156,10,13,3,,,2025-10-21 10:43:18,10.0,Song Shu Wei (Sōngshù Wěi),Residential
栢力,2025-10-21 10:42:59,190,0,31,0,2,,,2025-10-21 10:43:18,10.0,Bai Li (Bǎi Lì),Work
科學館,2025-10-21 10:42:41,339,396,45,11,20,,,2025-10-21 10:43:18,10.0,Science Museum (Kēxuéguǎn),Residential
栢佳,2025-10-21 10:42:49,0,0,4,0,2,,,2025-10-21 10:43:18,10.0,Bai Jia (Bǎi Jiā),Residential
協和醫院 - 東入口,2025-10-21 10:42:58,162,0,0,0,3,,,2025-10-21 10:43:18,10.0,Kiang Wu Hospital - East Entrance (Xiéhé Yīyuàn - Dōng Rùkǒu),Residential
協和醫院 - 北入口,2025-10-21 10:42:59,374,457,0,0,5,,,2025-10-21 10:43:18,10.0,Kiang Wu Hospital - North Entrance (Xiéhé Yīyuàn - Běi Rùkǒu),Residential
旅遊塔,2025-10-21 10:42:42,80,118,0,0,0,,,2025-10-21 10:43:18,10.0,Tourism Tower (Lǚyóu Tǎ),Work
栢景,2025-10-21 10:42:45,6,0,3,0,2,,,2025-10-21 10:43:18,10.0,Bai Jing (Bǎi Jǐng),Residential
栢樂停車場,2025-10-21 10:42:56,284,271,0,0,0,,,2025-10-21 10:43:18,10.0,Bai Le Car Park (Bǎi Lè Tíngchēchǎng),Residential
栢蕙,2025-10-21 10:42:48,101,0,4,0,3,,,2025-10-21 10:43:18,10.0,Bai Hui (Bǎi Huì),Work
栢寧,2025-10-21 10:42:47,8,0,1,0,2,,,2025-10-21 10:43:18,10.0,Bai Ning (Bǎi Níng),Residential
栢濤,2025-10-21 10:42:44,23,0,11,0,2,,,2025-10-21 10:43:18,10.0,Bai Tao (Bǎi Tāo),Residential
栢港,2025-10-21 10:42:51,20,0,6,0,2,,,2025-10-21 10:43:18,10.0,Bai Gang (Bǎi Gǎng),Residential
栢麗,2025-10-21 10:42:44,95,0,9,0,2,,,2025-10-21 10:43:18,10.0,Bai Li (Bǎi Lì),Work
栢威,2025-10-21 10:42:31,2,6,2,0,3,,,2025-10-21 10:43:18,10.0,Bai Wei (Bǎi Wēi),Residential
黑橋街,2025-10-21 10:42:56,39,54,10,13,0,,,2025-10-21 10:43:18,10.0,Hei Qiao Street (Hēiqiáo Jiē),Work
華士古達嘉馬花園,2025-10-21 10:42:58,4,29,5,12,3,,,2025-10-21 10:43:18,10.0,Jardim de Vasco da Gama (Huáshìgǔ Dá Jiāmǎ Huāyuán),Residential
祐漢公園,2025-10-21 10:42:58,76,312,12,14,6,,,2025-10-21 10:43:18,10.0,Jardim do Pou Hon (Yòuhàn Gōngyuán),Work
港珠澳大橋邊檢大樓東公共停車場,2025-10-21 10:42:53,2844,0,49,0,32,,,2025-10-21 10:43:18,10.0,HZMB Border Inspection Building East Public Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Dōng Gōnggòng Tíngchēchǎng),Residential
港珠澳大橋邊檢大樓西停車場,2025-10-21 10:42:45,2769,1969,10,0,32,,,2025-10-21 10:43:18,10.0,HZMB Border Inspection Building West Car Park (Gǎng Zhū Ào Dàqiáo Biānjiàn Dàlóu Xī Tíngchēchǎng),Residential
媽閣交通樞紐停車場,2025-10-21 10:42:58,170,392,0,0,3,,,2025-10-21 10:43:18,10.0,Barra Transport Hub Car Park (Māgé Jiāotōng Shūniǔ Tíngchēchǎng),Work
海灣南街,2025-10-21 10:42:57,108,125,2,15,4,,,2025-10-21 10:43:18,10.0,Baia Sul Street (Hǎiwān Nán Jiē),Work
華士古達嘉馬花園- 東區,2025-10-21 10:42:58,4,0,0,0,0,,,2025-10-21 10:43:18,10.0,Jardim de Vasco da Gama - East Zone (Huáshìgǔ Dá Jiāmǎ Huāyuán - Dōng Qū),Residential
望信,2025-10-21 10:42:58,367,267,0,0,7,,,2025-10-21 10:43:18,10.0,Mong Sin (Wàng Xìn),Residential
望德樓,2025-10-21 10:42:59,241,188,22,0,6,,,2025-10-21 10:43:18,10.0,Mong Tak Building (Wàngdé Lóu),Residential
望廈體育中心,2025-10-21 10:42:35,147,143,10,6,4,,,2025-10-21 10:43:18,10.0,Mong Ha Sports Center (Wàngxià Tǐyù Zhōngxīn),Work
望善樓,2025-10-21 10:42:59,30,146,3,12,4,,,2025-10-21 10:43:18,10.0,Mong Son Building (Wàngshàn Lóu),Work
望賢樓,2025-10-21 10:42:54,19,137,6,10,2,,,2025-10-21 10:43:18,10.0,Mong In Building (Wàngxián Lóu),Residential
湖畔大廈,2025-10-21 10:42:58,336,257,2,13,8,,,2025-10-21 10:43:18,10.0,Lakeview Building (Húpàn Dàshà),Work
業興大廈,2025-10-21 10:42:58,302,575,34,13,4,,,2025-10-21 10:43:18,10.0,Ip Heng Building (Yèxīng Dàshà),Work
蝴蝶谷,2025-10-21 10:42:55,283,155,36,10,5,,,2025-10-21 10:43:18,10.0,Butterfly Valley (Húdié Gǔ),Residential
澳門新批發市場,2025-10-21 10:42:53,27,25,9,7,1,,,2025-10-21 10:43:18,10.0,Macau New Wholesale Market (Àomén Xīn Pīfā Shìchǎng),Residential
蓮花路,2025-10-21 10:42:57,210,444,40,10,7,,,2025-10-21 10:43:18,10.0,Lotus Road (Liánhuā Lù),Residential
"澳門文化中心 停車場現時關閉, 將於2025-10-21 18:00:00陸續重開",,126,34,0,0,2,,,2025-10-21 10:43:18,,"Macau Cultural Center Car Park Currently Closed, Will Reopen Gradually from 2025-10-21 18:00:00 (Àomén Wénhuà Zhōngxīn Tíngchēchǎng Xiànzài Guānbì, Jiāngyú 2025-10-21 18:00:00 Lùxù Zhòng Kāi)",
藝園,2025-10-21 10:42:49,100,205,23,11,4,,,2025-10-21 10:43:18,10.0,Arts Garden (Yì Yuán),Residential
樂群樓,2025-10-21 10:42:59,149,538,25,4,5,,,2025-10-21 10:43:18,10.0,Lok Kuan Building (Lèqún Lóu),Work
麗都,2025-10-21 10:42:58,15,6,3,5,1,,,2025-10-21 10:43:18,10.0,Lei Tu (Lì Dū),Residential
關閘綜合體育場館,2025-10-21 10:42:57,425,493,15,6,9,,,2025-10-21 10:43:18,10.0,Portas do Cerco Sports Complex (Guānzhá Zhōnghé Tǐyù Chǎngguǎn),Other
聯生圓形地,2025-10-21 10:42:49,61,45,7,9,4,,,2025-10-21 10:43:18,10.0,Lin Seng Roundabout (Liánshēng Yuánxíng Dì),Residential
蓮花路 (重型),2025-10-21 11:42:42,0,0,0,0,0,154.0,63.0,2025-10-21 11:43:19,11.0,Lotus Road (Heavy) (Liánhuā Lù (Zhòng Xíng)),Residential
塔石廣場地下上落客區(重型客車),2025-10-21 11:42:58,7,0,0,0,0,,,2025-10-21 11:43:19,11.0,Ta Shi Plaza Underground Drop-off Area (Heavy Vehicle) (Tǎshí Guǎngchǎng Dìxià Shàngluò Kè Qū (Zhòng Xíng Kè Chē)),Work
下環街市,2025-10-21 11:42:29,14,15,4,7,2,,,2025-10-21 11:43:19,11.0,Xia Huan Market (Xià Huán Jiē Shì),Residential
永寧街,2025-10-21 11:42:57,6,30,2,15,1,,,2025-10-21 11:43:19,11.0,Yong Ning Street (Yǒngníng Jiē),Work
交通事務局大樓,2025-10-21 11:42:38,19,97,5,7,2,,,2025-10-21 11:43:19,11.0,Transport Bureau Building (Jiāotōng Shìwùjú Dàlóu),Residential
氹仔中央公園,2025-10-21 11:42:58,861,1183,91,28,14,,,2025-10-21 11:43:19,11.0,Taipa Central Park (Dàngzǎi Zhōngyāng Gōngyuán),Work
日昇樓,2025-10-21 11:42:57,203,255,25,15,4,,,2025-10-21 11:43:19,11.0,Ri Sheng Building (Rìshēng Lóu),Residential
日暉大廈,2025-10-21 11:42:56,10,83,4,11,1,,,2025-10-21 11:43:19,11.0,Ri Hui Building (Rìhuī Dàshà),Residential
台暉樓,2025-10-21 11:42:58,8,6,4,10,2,,,2025-10-21 11:43:19,11.0,Tai Hui Building (Táihuī Lóu),Work
氹仔客運碼頭,2025-10-21 11:42:34,282,143,69,13,16,,,2025-10-21 11:43:19,11.0,Taipa Passenger Terminal (Dàngzǎi Kèyùn Mǎtóu),Residential
何賢公園,2025-10-21 11:42:54,26,335,16,5,4,,,2025-10-21 11:43:19,11.0,He Xian Park (Héxián Gōngyuán),Residential
